"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Kpnb1",5.00938830912277e-103,0.0485545728385037,0.425,0.146,2.62126262051467e-98
"BC051226",5.07351131808611e-103,0.142072717394548,0.219,0.032,2.65481626741492e-98
"2300009A05Rik",5.72513904889077e-103,0.0711518431694738,0.323,0.088,2.99579351011307e-98
"Cdkl3",5.73228580621011e-103,0.02339706455191,0.481,0.178,2.99953319381556e-98
"Pard6a",5.80270749158568e-103,0.174375528376065,0.21,0.027,3.03638274912204e-98
"Rpap3",6.56256813270055e-103,0.143026459154975,0.287,0.07,3.43399502679822e-98
"Kdf1",6.64442005731307e-103,0.137465282832002,0.217,0.031,3.47682568339021e-98
"Ctsz",8.25898194362275e-103,0.0320744027909232,0.406,0.135,4.32167748163948e-98
"Chmp6",9.24224122913052e-103,0.112815274930763,0.256,0.052,4.83618756796713e-98
"Pex11b",9.38837213697125e-103,0.114451123258747,0.256,0.052,4.91265348811295e-98
"Wdr70",9.43648888458489e-103,0.0437776132279329,0.342,0.099,4.93783153863673e-98
"Lap3",9.66598842638898e-103,0.156506257151509,0.229,0.038,5.05792176387656e-98
"Herpud2",1.20671844750917e-102,0.0746536129205468,0.321,0.088,6.31439562028121e-98
"Cyp20a1",1.29447075733241e-102,0.0292276933692945,0.409,0.137,6.77357713189331e-98
"Gm10461",1.34473510405462e-102,0.0357000352715384,0.387,0.124,7.03659537898662e-98
"Paf1",1.53372091327504e-102,0.0968943396743906,0.304,0.079,8.0255014228943e-98
"Ccdc126",2.2472679460943e-102,0.069211918124894,0.299,0.075,1.17592789815276e-97
"Snhg20",2.59662239308905e-102,0.0859656461022892,0.433,0.155,1.35873459963171e-97
"Pfkm",3.25501921393995e-102,0.117999345915111,0.291,0.072,1.70325390407836e-97
"Espn",3.29283164829317e-102,0.0518296534010886,0.4,0.135,1.72304001660237e-97
"Maneal",3.96883365974663e-102,0.109676332752894,0.283,0.068,2.07677158913562e-97
"Gnb2",4.03413721627091e-102,0.217316722810048,0.273,0.064,2.11094298115808e-97
"Iqck",4.52202188720974e-102,0.0964728841134383,0.273,0.062,2.36623839292024e-97
"Bbs5",4.89353517658948e-102,0.069362303181419,0.276,0.063,2.56064015185398e-97
"Gm42992",5.05767021324203e-102,-1.2995703769251,0.456,0.504,2.64652709248316e-97
"Kif3c",5.74858700041114e-102,0.151022714164337,0.355,0.11,3.00806311970514e-97
"Eif2b4",5.81102012644536e-102,0.0934638569505788,0.306,0.081,3.04073250156506e-97
"Usp48",5.83992947276161e-102,-1.1046919434309,0.715,0.633,3.05585989521197e-97
"A330069K06Rik",5.84852834949817e-102,-0.268472272571728,0.001,0.042,3.06035942944191e-97
"Dcaf12",6.33114220632541e-102,0.0774156626596952,0.309,0.082,3.3128967823039e-97
"Sord",6.34895587080186e-102,0.15095720289614,0.216,0.031,3.32221813851449e-97
"Snx15",6.4392733457804e-102,0.127312455995265,0.257,0.053,3.36947856364651e-97
"Scrn3",6.62168563299226e-102,0.103362755856743,0.301,0.078,3.46492944117586e-97
"Zfp524",7.06825547677517e-102,0.148933024334613,0.224,0.036,3.69860604333214e-97
"Washc2",7.72949269812697e-102,0.0257831861791828,0.424,0.147,4.0446116441489e-97
"Cdyl",8.15668164910694e-102,0.0975810530062203,0.326,0.092,4.26814680652819e-97
"Erg28",8.52754118446468e-102,0.0158214158604464,0.493,0.185,4.46220647559484e-97
"Cd164",1.0350771571358e-101,-0.0142617549105313,0.548,0.216,5.41624824014451e-97
"Zfp688",1.08824157877845e-101,0.0575654882140388,0.323,0.09,5.69444170927398e-97
"Prkcz",1.39985633554021e-101,-0.0119490494406447,0.492,0.185,7.32502824698125e-97
"Mepce",1.66984289427396e-101,0.115435057482607,0.256,0.053,8.73778691286736e-97
"Polr2a",1.68400264752407e-101,0.0183061203981341,0.495,0.188,8.81188065369919e-97
"C87436",1.70246223328408e-101,0.0312891820584458,0.307,0.08,8.90847412810563e-97
"Brsk1",1.71420682496828e-101,0.0933619259206941,0.334,0.097,8.96993005301152e-97
"Top1",1.85131321771171e-101,0.215683899879835,0.836,0.419,9.68736667432005e-97
"Nap1l5",2.00831040572609e-101,-0.0137534344052184,0.614,0.258,1.05088858600429e-96
"Cul5",2.02171376047463e-101,0.0124347509776279,0.494,0.185,1.05790215944356e-96
"Zfp444",2.36900355486978e-101,0.0891915880414382,0.316,0.087,1.23962849015671e-96
"2700062C07Rik",2.37541718472551e-101,0.0978232788836869,0.265,0.058,1.24298455025132e-96
"Gm9996",2.62710894465313e-101,0.08389152503665,0.254,0.052,1.37468729746865e-96
"Rmnd5a",2.68449896149597e-101,0.0267577493730247,0.511,0.197,1.404717771582e-96
"Spast",2.6918785074511e-101,0.01881005182124,0.531,0.208,1.40857926659394e-96
"Rtn3",2.77600945863417e-101,0.210466958556906,0.908,0.499,1.4526024694195e-96
"Scnm1",2.81537363135237e-101,0.132324513879021,0.253,0.052,1.47320056007776e-96
