"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Zfp672",5.00584811686708e-18,0.188452208679144,0.377,0.233,2.61941014411304e-13
"Bean1",5.25739697067531e-18,-0.281107839573441,0.376,0.487,2.75103811284527e-13
"Qpct",5.31418234648191e-18,0.213134001002956,0.3,0.175,2.78075219644359e-13
"Mpdz",5.49921083674593e-18,0.113517346780128,0.19,0.084,2.87757205454404e-13
"Sec13",5.5138657778212e-18,-0.3148273431709,0.521,0.595,2.8852405455605e-13
"Slc35b1",5.52051120423073e-18,-0.327737626530131,0.567,0.614,2.88871789783781e-13
"Mrfap1",5.87783349883906e-18,0.231481568202239,0.836,0.755,3.07569393493751e-13
"Paip1",6.24084908379126e-18,0.289425346612889,0.733,0.596,3.26564910007545e-13
"Pls3",6.61709925897082e-18,0.142547805764899,0.216,0.104,3.46252952924166e-13
"Chst11",6.69688343258984e-18,0.0853266604723128,0.088,0.02,3.50427819377129e-13
"Top2b",6.85621384254803e-18,-0.283409484405682,0.768,0.8,3.58765101739011e-13
"Rcc2",7.0300938695388e-18,-0.323243623130039,0.477,0.561,3.67863721911357e-13
"Ccdc115",7.29162687699024e-18,0.162988890391179,0.503,0.35,3.81548959592268e-13
"Ola1",7.85550775146902e-18,0.230459323443703,0.644,0.508,4.11055154111119e-13
"Ywhae",8.32780990899688e-18,0.178595516772348,0.986,0.963,4.3576930910808e-13
"Mrpl27",8.79428425550966e-18,0.20181415571673,0.67,0.535,4.60178512238054e-13
