"setA","setB","padj","pval","odds.ratio","jaccard.index","A.nCells","B.nCells","AB.intersect","A.total.counts","B.total.counts","B.avg_in.A","B.avg_in_all.B"
"Vmn2r4","Pcdh9",1.01819318583914e-123,8.69916003109179e-127,12.7842706419377,0.066794299085301,407,4608,314,13501,32574,6.15605095541401,4.99088541666667
"Vmn2r7","Ece1",6.76112320935352e-122,5.92092895005114e-125,4.37497180076251,0.115425531914894,1160,5131,651,32978,34433,4.76958525345622,4.35646072890275
"Vmn2r1","Bsg",7.62226904241658e-120,6.83786790938307e-123,7.70598291698424,0.0868263473053892,1329,14280,1247,32462,149948,13.4915797914996,10.0856442577031
"Vmn2r1","Ank3",3.58973207135959e-116,3.29699002666629e-119,4.61284081946669,0.0956154707554484,1329,11390,1110,32462,73636,6.34594594594595,5.55144863915716
"Vmn2r6","Flot1",3.63191945766176e-111,3.41331231870472e-114,6.10742849129223,0.0753709198813056,704,6544,508,21865,48103,6.80511811023622,5.82029339853301
"Vmn2r3","Robo2",4.3469522317697e-110,4.17815477870982e-113,6.62028529728944,0.100909357582869,678,3075,344,21546,21861,7.41279069767442,6.18276422764228
"Vmn2r2","Cyfip2",1.02562469183038e-108,1.00770506694429e-111,5.06129874154568,0.0804708606715554,1021,10177,834,26099,66609,6.37170263788969,5.56490124791196
"Vmn2r2","Emb",2.8403263448508e-106,2.85136781169609e-109,4.5201217589626,0.1109375,1021,3956,497,26099,28612,5.10060362173038,4.44716885743175
"Vmn2r1","App",1.05574716851034e-104,1.08240130053604e-107,36.5431406934259,0.0774238958296674,1329,17040,1320,32462,214817,18.0606060606061,12.3684272300469
"Vmn2r7","Bsg",2.50477165899696e-104,2.62150906255823e-107,7.69182530583211,0.0758832137133301,1160,14280,1089,32978,149948,13.0606060606061,10.0856442577031
"Vmn2r2","Efna3",3.29480481299944e-104,3.51873725169747e-107,4.31362610779197,0.0879427462396895,1021,7948,725,26099,61832,6.41931034482759,6.61537493709109
"Vmn2r7","Bmpr2",1.75798790444261e-103,1.91501950375012e-106,3.83896505880146,0.100926309968201,1160,6803,730,32978,47722,5.71917808219178,5.29722181390563
"Vmn2r1","Rac3",2.66302523372603e-103,2.9577793189319e-106,4.49191437772191,0.133988936693301,1329,2361,436,32462,18477,4.38302752293578,4.08047437526472
"Vmn2r1","Nptn",4.69469541749247e-103,5.31459817008631e-106,3.78466473134684,0.0980259338107219,1329,10018,1013,32462,72730,7.55873642645607,6.32251946496307
"Vmn2r44","Robo2",5.55548866360594e-99,6.40771472157548e-102,33.3509073145005,0.0509020618556701,187,3075,158,11469,21861,7.45569620253165,6.18276422764228
"Vmn2r2","Unc5b",1.75005686393459e-96,2.05590002811744e-99,5.27642237098701,0.123665807876334,1021,2032,336,26099,17052,4.29464285714286,4.07726377952756
