"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Wdr66",4.0175361456297e-09,-1.06241238412404,0.783,0.978,0.000210225613892365
"Uba2",4.12416612218522e-09,-0.788296142458037,0.783,1,0.000215805240675586
"Cntn4",4.13403271586499e-09,1.22326036430993,0.768,0.267,0.000216321529923067
"Akap6",4.56720276614679e-09,1.4462723131305,0.739,0.2,0.000238988019144163
"Rpl18",4.75612793655818e-09,-0.687349900418699,0.913,1,0.00024887390653628
"F2rl1",4.91875070863477e-09,-0.629995211897539,0,0.422,0.000257383468330732
"H3f3a",6.51782304591504e-09,-0.480603405033298,1,1,0.000341058126523597
"Calr",6.60974944072376e-09,-1.10046411029779,0.681,1,0.000345868358984752
"Ntrk2",6.6896278801175e-09,0.899202025052667,0.536,0,0.000350048158082908
"Foxj1",8.04745798011584e-09,1.19447014034284,0.565,0.022,0.000421099333725522
"Lmo2",8.74535307317425e-09,-0.592135075648612,0.014,0.444,0.000457618090259989
"Jund",9.01806333621673e-09,1.19119577302101,0.928,0.978,0.000471888200194213
"Nudc",1.01316122780647e-08,1.00139851267584,0.913,0.956,0.000530156875674293
"Eef1akmt1",1.06250779336805e-08,-0.702075034054919,0.449,0.867,0.000555978453035699
"Fam181b",1.08448190761824e-08,-0.64979370729549,0.043,0.489,0.000567476847799396
"Lima1",1.13148335658963e-08,-0.91263338300281,0.478,0.867,0.000592071296002654
"Tuba4a",1.177884010182e-08,-0.796633375154759,0.232,0.756,0.000616351366007937
"Fam89a",1.21561637575174e-08,0.905054658969386,0.565,0.044,0.000636095580939611
"Dpysl3",1.25006708821106e-08,-0.677541264006784,0.986,1,0.000654122605248199
"Nebl",1.25084468633582e-08,-0.628394921895897,0.159,0.644,0.000654529499018946
"Deup1",1.25577373382877e-08,0.916392601248292,0.522,0,0.000657108721700579
"Id4",1.35417576536469e-08,-1.12348628896757,0.739,0.956,0.000708599552742379
"Map1b",1.43160349177905e-08,0.49513503776115,1,1,0.000749115159143223
"Ina",1.542190905901e-08,1.5014234099992,0.754,0.333,0.000806982235330818
"Apip",1.71636842285329e-08,-0.708241388162933,0.319,0.844,0.000898124104626444
"Gm16579",1.72432173365584e-08,-1.26451442158486,0.435,0.8,0.000902285833570089
"Tubb4b",1.75047326887962e-08,1.07063426142545,0.942,0.978,0.000915970147406639
"Tmem117",1.77353942703231e-08,-0.661524151324909,0.217,0.756,0.000928039975983194
"Kcns2",1.78330627524558e-08,-0.614043086376722,0.029,0.467,0.000933150674647754
"Cd24a",1.83706960127208e-08,-1.15723272197761,0.174,0.667,0.00096128341025764
"Grtp1",2.25948247339657e-08,-0.793078317024763,0.217,0.711,0.00118231939385422
"Aff3",2.32247206021668e-08,-0.750964562921335,0.435,0.889,0.00121527995494958
"Rac3",2.42054610177163e-08,-0.76173800722895,0.449,0.911,0.00126659915867404
"Lrriq1",2.46915362041972e-08,1.47233803344669,0.71,0.289,0.00129203401495703
"Pclo",2.56750286662819e-08,-0.791836298373317,0.754,1,0.00134349722502053
"Cfap206",2.7613554690273e-08,1.02816656951818,0.638,0.133,0.00144493447627791
"Rps27l",3.19234145875114e-08,0.823891845283076,0.942,1,0.00167045651512071
"Hsp90ab1",3.30166240269343e-08,0.530490101803235,1,1,0.00172766088545739
"Etnk1",3.30724792954187e-08,-0.736243634253887,0.304,0.778,0.00173058362409138
"Ccl27a",3.43383493559754e-08,-0.73423357819246,0.232,0.711,0.00179682280675012
"Hspa2",3.52892178002668e-08,1.01820832245315,0.609,0.111,0.00184657889983456
"Rprm",3.6060306831674e-08,-1.03116441051778,0.638,0.956,0.00188692767558101
"Crym",4.20254851022655e-08,-0.595184936176359,0,0.378,0.00219906755894625
"Cryzl2",4.39266578719405e-08,-0.679683232394965,0.087,0.556,0.00229855022646503
"Lonrf1",4.62889519483719e-08,-0.642500592068058,0.203,0.644,0.00242216198860246
"Crip1",4.84750192412887e-08,1.36367818245615,0.754,0.311,0.00253655233183891
"Sdc4",5.11388313421084e-08,-1.11974703489243,0.261,0.711,0.00267594162763851
